name sample,ADP (mV),AHP (mV),AI,AP amplitude (mV),AP threshold (mV),AP width (ms),Max number of spikes,Input R (MOhm),Vm (mV),Latency (ms),Rheobase (pA),Sag ratio,Tau (ms),Cell type
07 06 2017 slice 3 cell 3,0.0,-21.50445431470871,109.5486289411524,62.278738245368004,-41.2168949842453,0.4800000000000082,103,170.89468340575692,-65.05472723037006,17.72,86.0,1.0322625743833593,6.434458243108712,LBC
01 27 2017 slice 4 cell 7,0.0,-20.29445767402649,102.80419509214943,76.47388428449631,-44.867172837257385,0.5600000000000049,77,213.69639435410505,-72.44041175007821,30.76000000000001,60.0,1.0757102262836187,12.680744656890202,LBC
11 29 2016 slice 4 cell 3,0.0,-23.386813700199127,115.4063883617963,66.03234261274338,-34.88430380821228,0.5199999999999927,98,203.90059643983835,-63.923451808094974,90.32000000000001,60.0,1.0238488048927554,7.799567533678553,DBC
12 05 2016 slice 1 cell 2,0.0,-17.91265606880188,112.16671864036785,74.45154711604118,-41.281890124082565,0.7199999999999984,58,192.10413581132886,-73.25217131376266,29.880000000000017,100.0,1.0626202217305414,9.700091422524963,DBC
02 12 2017 slice 5 cell 7,0.0,-20.826086401939392,106.5810205661211,65.39821065962315,-41.59599915146828,0.4799999999999943,92,123.78808595240123,-63.84769646018743,16.600000000000005,109.20000000000002,1.077325121148578,6.302169775815973,DBC
02 12 2017 slice 2 cell 7,0.0,-15.341445803642273,126.89703876875143,63.777437433600426,-41.094839572906494,0.4799999999999943,77,138.1653878390789,-72.25713749825954,13.480000000000006,200.0,1.058519219243515,8.972486756591556,DBC
03 28 2017 slice 5 cell 2,0.0,-18.80546286702156,115.81955362790279,66.34250283241272,-46.959128230810165,0.47999999999998044,83,139.68624962866312,-74.62534954577684,46.920000000000016,80.0,1.0625435338137397,5.995470638855683,DBC
10 18 2017 slice 2 cell 2,0.0,-18.609054386615753,74.14808117867825,59.377169236540794,-37.45009005069733,0.47999999999998044,99,121.06566900014883,-70.77216246545314,321.56000000000006,183.7241379310345,1.0989529587656348,9.045317580700454,DBC
08 22 2017 slice 5 cell 6,0.0,-18.3868408203125,118.35480309164522,61.67578883469105,-34.4373881816864,0.5199999999999927,103,128.87615691125396,-76.06474300831557,136.0,220.0,1.0392276980546384,5.637764751170371,DBC
07 19 2017 slice 1 cell 7,0.0,-18.452133983373642,119.3634550797648,63.98742459714413,-48.69017377495766,0.4400000000000098,128,119.96104407310486,-73.45402196586132,21.84,109.82608695652173,1.143203341157209,6.681185392928035,DBC
05 16 2017 slice 1 cell 6,0.0,-18.889781087636948,123.05017386984605,66.79627858102322,-46.460773795843124,0.47999999999998044,73,110.40655970573421,-69.06664327859878,27.160000000000018,120.0,1.1232744237333236,8.811324255765289,DBC
11 29 2016 slice 4 cell 7,0.0,-17.306605353951454,105.61342281879195,70.55613212287426,-30.604077503085136,0.5599999999999911,90,158.09846599400043,-60.26671855777503,19.84000000000001,123.84615384615387,1.0294127270434854,7.773218420715067,DBC
