branch_points,depth,height,max_branch_angle,max_branch_order,max_path_angle,max_path_dist_to_soma,max_segment_length,max_tortuosity,mean_branch_angle,mean_intial_segment_radius,mean_neurite_radius,mean_path_angle,mean_tortuosity,min_branch_angle,min_path_angle,min_tortuosity,name,soma_radius,stems,tips,total_length,type,width
130,115.58,210.47,174.4268022622623,15,172.63828533791906,455.5364521923291,130.13024078001973,3.730341610718243,69.88472468781296,0.3666666666666667,0.07299283154121865,21.259786656520603,1.3146711256018155,0.30505318215328003,0.0,1.0,HBC_2017 23 10 slice 3 cell 6 rotated.swc,7.664231729231615,6,150,9483.553207727393,HBC,349.2000000000001
119,94.14,518.77,179.03754024250958,28,172.16574241512515,1737.7742663103713,339.36321794288466,5.861878300741696,77.72125088917919,0.3865,0.11549800796812752,15.326225619302043,1.3910165114551107,0.05881255939577141,0.0,1.0,DBC_2017 12 09 slice 3 cell 3 rotated.swc,10.740811950956054,10,133,19598.236878105294,DBC,517.9
248,128.31,566.42,171.6517981240195,19,180.0,743.5892505101691,248.127606834675,7.417741758092131,69.15304016372518,0.4383333333333333,0.08613152804642167,19.88019703338608,1.2787032634353446,0.08989601977926973,0.0,1.0,LBC_2016 19 10 slice 1 cell 2 rotated.swc,12.148029065693526,12,270,24572.12209366892,LBC,549.38
235,147.0,742.1700000000002,174.26839425958218,25,175.2363583092716,1043.4101844633972,341.7299842987437,4.282803537190334,74.04369241579386,0.484375,0.13699386503067487,20.1221638585454,1.3032456563413608,0.08748026846287678,0.0,1.000001066316386,LBC_2016 20 10 slice 4 cell 3 rotated.swc,11.203290413867677,16,255,28061.06202308859,LBC,616.19
141,81.79,737.94,176.00619519764496,19,178.3681680734172,877.0675507294037,352.3163368115251,2.2549412900140577,71.6488565999095,0.4991666666666667,0.09883838383838384,18.18838486081778,1.1898441089672112,3.3341397343971364,0.0,1.0000020414620865,MC_2017 01 08 slice 4 cell 7 rotated.swc,12.453819888501885,12,157,19570.101793994352,MC,571.7
158,86.73,416.48,179.5443848703682,74,180.0,2262.305495745833,229.9013868037956,4.624826477154606,89.69640639015684,0.29,0.043675595238095256,21.22234223656565,1.3726040132496102,0.07772036434206349,0.0,1.0,NGC_2018 06 09 slice 2 cell 2 rotated.swc,6.182855474803393,8,179,16273.589237972768,NGC,292.44
47,62.1,334.24,178.87289966515263,14,174.88397249313093,580.0510772268435,227.94022058184325,2.5855136843034985,84.5276063046717,0.5791666666666667,0.1930909090909092,15.72541800713866,1.2676560606391092,0.068575118967269,0.0,1.0000009438038833,SBC_2017 09 10 slice 2 cell 2 rotated.swc,9.26407608371747,12,64,7358.607582381895,SBC,349.7800000000001
164,114.55,646.97,170.37229704526032,17,178.8982938847939,642.3384615011681,286.0560501262691,2.6847077304585563,65.41411016569742,0.5033333333333333,0.09479710144927536,17.52311888896423,1.261024928092975,0.08242193205974806,0.0,1.0000027307934751,DBC_2017 23 10 slice 2 cell 7 rotated.swc,9.684617114269418,6,183,23713.265366231608,DBC,489.51
100,82.46000000000002,473.22,169.50735594573655,14,167.38197786061482,554.2416599040398,281.74927828201146,1.8713279830204133,70.54262599671975,0.515,0.08838709677419357,18.547310249318,1.2299755515526345,0.3862151163178453,0.0,1.0000026211520197,MC_2017 12 07 slice 1 cell 7 rotated.swc,8.255914673659037,8,118,11989.874425188616,MC,317.75
128,121.53,556.03,171.17315354274447,32,172.81702229051155,1193.22690102332,433.96909560468947,37.6828780187086,73.12093632327604,0.482,0.08132462686567164,20.74460650496329,1.4165655999553624,2.009702183744368,0.0,1.0000284389668006,MC_2017 19 09 slice 3 cell 2 rotated.swc,9.815322503550872,10,141,16650.868609968886,MC,888.72
162,84.99,783.6800000000002,175.04206001081718,20,170.8886429552146,1173.5909408653592,650.0230728723476,1.8433728652464807,67.18465101771403,0.4208333333333334,0.09180635838150288,18.437235132879984,1.188909127462894,3.945326658207395,0.0,1.0000006998256268,LBC_2017 12 02 slice 3 cell 2 rotated.swc,9.75459493306894,12,185,21532.493700172992,LBC,589.35
172,89.58,599.9300000000002,179.89879229354125,24,166.92499234773553,935.525004331654,376.60278772409913,4.716106088494097,77.1261317049708,0.4529166666666666,0.07357938718662953,19.341964198160106,1.2933538573153198,3.622622883571647,0.0,1.0,LBC_2017 17 04 slice 1 cell 2 rotated.swc,8.924533713346293,12,188,18139.607109003566,LBC,624.71
227,119.6,689.67,178.69271814995957,22,180.0,974.036385370605,328.78955186679246,9.871713512666172,72.21983148326447,0.40875,0.17997835497835502,17.89488845133475,1.4399589525681828,4.079704934355826,0.0,1.0,LBC_2016 31 08 slice 3 cell 2 roteted.swc,13.763389112533396,8,236,27396.63053505097,LBC,733.0
