branch_points,depth,height,max_branch_angle,max_branch_order,max_path_angle,max_path_dist_to_soma,max_segment_length,max_tortuosity,mean_branch_angle,mean_intial_segment_radius,mean_neurite_radius,mean_path_angle,mean_tortuosity,min_branch_angle,min_path_angle,min_tortuosity,name,soma_radius,stems,tips,total_length,type,width
65,77.89,207.36,176.6785836226085,12,166.62930133904706,379.3765874214339,248.3424026492523,2.4040460607543657,72.50780772939966,0.3129166666666666,0.06493333333333334,18.36871366323248,1.3084780679090466,0.1686718357363747,0.0,1.0000251747686464,HBC_2017 06 03 slice 5 cell 7 rotated.swc,6.527785477309313,12,86,8365.779591001266,HBC,412.13
83,60.56,693.75,165.42983646915562,14,166.92661384004245,906.6962792500765,415.87713464615166,3.100885828470964,71.21173936232022,0.4587500000000001,0.11180790960451976,16.74935833786397,1.2898122212531908,0.1958216475001669,0.0,1.000007681466074,LBC_2017 05 16 slice 1 cell 2 rotated.swc,12.43054883062426,8,95,12762.075886420804,LBC,553.1700000000002
24,75.21,513.75,177.50138575087146,8,146.02076375027838,474.7482656109663,186.54189228935826,1.799936927329713,85.88998388462808,0.3675000000000001,0.21697916666666672,16.895427807348607,1.1987023763050149,10.505551021868973,6.361109362927034e-15,1.0440741864294156,BPC_2016 30 09 slice 4 cell 8 rotated.swc,9.539170076403554,2,25,2406.168096161141,BPC,175.51999999999995
125,84.39999999999998,514.17,171.44480857683726,16,175.89769150521374,575.6677894152582,328.04635741057086,3.849859603367624,70.47454398561807,0.315,0.07359778597785978,19.662815138290657,1.2565392377663411,0.06768557365479533,0.0,1.0000010239875097,MC_2017 17 04 slice 1 cell 7 rotated.swc,9.577913016719464,12,148,17865.751184165558,MC,437.56
49,88.8,947.51,175.45729456049492,19,174.7555154136131,688.5446141334517,223.55394744609177,1.8541741476554543,63.02457544526787,0.395,0.1284134615384615,21.09739768722112,1.2420557743812135,2.449844879507014,0.0,1.0000009146208508,BPC_2017 03 07 slice 2 cell 7 rotated.swc,11.101234184448106,4,56,5240.218926041554,BPC,158.11
36,103.87,779.37,178.97644681304914,11,161.26827469684525,568.9404856058196,314.0688287677096,1.9750957449948392,65.61379345208564,0.16999999999999998,0.08666666666666667,20.5518173505076,1.2544300004928588,0.5878380583494489,0.0,1.0000027931788311,BPC_2017 06 08 slice 3 cell 7 rotated.swc,7.529832271497343,8,43,6048.586501213337,BPC,262.4
114,172.45,452.03,171.6602050907417,18,178.78112476487027,836.5379937968193,355.6079648478189,3.890525203848312,87.15523017464926,0.4804166666666666,0.13450819672131145,23.72265799117309,1.700814564330664,4.63471755426345,0.0,1.0,NGC_2016 16 12 slice e cell 3 rotated.swc,11.542855901429277,12,131,12635.279064857683,NGC,296.3400000000001
126,151.34,712.24,176.32011538294282,35,169.63452654687228,1197.3002554873965,389.2404796073283,4.954304406472891,80.04680026549308,0.450625,0.09133587786259542,14.655149846666179,1.4110490316678026,0.02046714669469755,0.0,1.0000033179066772,LBC_2018 22 09 slice 3 cell 2 rotated.swc,10.271331544133062,8,137,23126.22145726377,LBC,538.48
112,121.77,626.42,174.55905688813095,16,176.65191898158062,688.139812334761,275.2855245372846,4.539151588606806,72.71252211830952,0.6360714285714285,0.13207627118644072,22.42363084796833,1.4211642730020109,0.09450073067822004,0.0,1.0,LBC_2017 27 01 slice 4 cell 7 rotated.swc,10.521230429155187,14,125,12481.933532134766,LBC,456.04
128,81.57000000000002,535.75,175.26786090421078,16,162.55636097799984,683.2374970231258,306.9802505275004,1.6947898472147702,75.61275358913953,0.32562500000000005,0.09468978102189783,18.677301250261827,1.145811622579741,0.029415663605740393,0.0,1.0000020890243386,LBC_2016 13 08 slice 2 cell 2 rotated.swc,7.683972926186995,16,147,13178.406402020206,LBC,582.1700000000002
45,78.94,156.07,171.89567764608987,10,174.13158241879685,358.70420298933897,238.40051235712303,24.207401626581174,71.145164864118,0.264375,0.0805940594059406,19.082351410769547,1.4924111906983133,0.6296921567246803,0.0,1.0006339466178156,HBC_2017 18 07 slice 1 cell 3 rotated.swc,6.547332591598427,8,57,4709.3431716661735,HBC,372.5
44,63.18,867.0699999999998,171.11697775454763,18,174.8643639747912,734.0266953060723,337.24941781729405,2.3125057154145154,54.825988120391465,0.26625,0.11515789473684206,19.186794652425505,1.2715577181846105,2.604502442460015,0.0,1.0001223953096756,BPC_2017 09 02 slice 2 cell 2 rotated.swc,9.287963043907382,4,52,5282.549792658101,BPC,210.68
130,96.69,619.59,170.298509886492,20,160.69303902483333,666.4338084120851,341.50764913136777,2.565875446146664,70.15666381449822,0.5304166666666668,0.10099630996309968,17.58653270654425,1.2259969969508178,0.1670843990825122,0.0,1.0000013193690944,LBC_2017 18 10 slice 1 cell 6 rotated.swc,10.884392515175117,12,142,19172.34340339995,LBC,566.29
243,107.08,546.78,174.64734237311103,18,175.401039770782,707.5610660668684,427.18915738025504,299.37017940985834,70.77596630671748,0.4716666666666667,0.04839530332681019,21.12342446808015,1.962367258636123,1.3360223517995478,0.0,1.0000117324523332,NGC_2017 15 03 slice 1 cell 2 rotated.swc,8.160564997405764,6,269,31397.202150587975,NGC,785.5899999999998
115,60.92,304.37,174.7424134307245,30,171.48396839492833,1154.7096569343746,232.73838867508056,4.808514984796079,83.18475563061915,0.450625,0.05423076923076925,18.457439767762114,1.523261612195454,0.09971890348954987,0.0,1.0000178551788077,NGC_2017 07 09 slice 3 cell 2 rotated.swc,11.90673136535428,8,133,13044.956437053816,NGC,276.66
437,75.52,503.94,174.99670794948003,71,180.0,2346.57282440613,256.0586771720338,12.745482303942806,74.93191095409615,0.5216666666666666,0.06594026548672567,21.42132579254232,1.351031157502532,0.9592732960805992,0.0,1.0,NGC_2016 24 08 slice C cell 7 rotated.swc,9.557381341428853,6,468,34998.405459918176,NGC,423.7000000000001
248,107.21,491.31000000000006,171.93032617559263,25,177.83469442038742,941.2222013648953,356.03906592690316,2.876082387255924,75.64356510504143,0.5396428571428571,0.06480373831775701,17.257648337930647,1.3192670927367944,0.14174573562374282,0.0,1.000019121185694,SBC_2016 09 06 slice C cell 7 rotated.swc,10.676207746431796,14,288,26878.05864717477,SBC,584.37
24,69.34,713.3199999999998,174.1077429138055,8,140.18472569103014,483.82212264069085,395.63226084811936,1.6213311608195962,62.97382207785328,0.2258333333333333,0.14669811320754714,19.72209934041564,1.1652874519941443,6.0234571929498735,0.0,1.000015195283127,BPC_2017 17 03 slice 2 cell 2 rotated.swc,10.580633577423436,6,30,3414.864952166242,BPC,172.72
217,105.73,515.27,176.73970708459095,21,180.0,728.2890037944277,321.4802761323558,5.366610194991172,81.49010152079704,0.687857142857143,0.1264555555555556,22.801117980428128,1.430221811197352,1.1553103433573244,0.0,1.0,LBC_2017 23 01 slice 5 cell 2 rotated.swc,7.333870497902177,14,234,18788.98443833937,LBC,392.89
94,61.26000000000001,219.92,165.48915341846902,13,173.41322444637086,510.65653846250586,168.66041536046828,3.78258313095242,61.246945313998566,0.395,0.10338541666666666,19.567937975026275,1.2273613693066148,2.7631356607896222,0.0,1.0001102029570166,HBC_2017 08 05 slice 4 cell 3 rotated.swc,7.171095686571965,4,99,8654.726555688165,HBC,577.09
64,94.73,277.09000000000003,156.9143205263836,16,162.566297200488,449.7507101609165,196.5106777313919,2.4965980918251045,69.12142009837115,0.340625,0.06617647058823531,19.412685904873594,1.255611942448696,0.15498186463414906,0.0,1.0000008608041508,SBC_2017 03 07 slice 2 cell 3 rotated.swc,9.12433245151171,8,73,7286.882964353518,SBC,311.73
150,165.5,673.24,164.58941740511088,18,177.592378498942,987.5894117361812,540.7681458134114,4.671224441225941,74.24857888959858,0.5693750000000001,0.10333333333333336,15.628372863691995,1.325623557559522,0.4000827075627061,0.0,1.0,LBC_2017 16 10 slice 3 cell 2 rotated.swc,11.630352202401232,8,164,22323.581208625277,LBC,654.19
95,79.39999999999998,320.02,173.60803816382275,20,170.95996154043306,527.8866937111871,205.33400080587197,2.173803102947027,82.71013765579704,0.4783333333333332,0.1165686274509804,18.799659011810018,1.2942889351525906,0.0,0.0,1.0,SBC_2017 04 03 slice 3 cell 2 rotated.swc,8.461265256917338,12,110,9222.262308488387,SBC,243.88
29,76.46000000000002,830.53,176.19194876698432,10,172.8749836511091,601.1328549243711,358.3844755835613,1.5461444163756235,63.968955979733394,0.35375,0.2474615384615385,17.609571267242114,1.1679614165656285,2.042294379340932,0.0,1.0000006149598852,BPC_2017 17 03 slice 1 cell 7 rotated.swc,12.408589064788284,8,37,5647.265517220305,BPC,138.84
92,99.58,449.51,175.32277428178037,15,158.06349597142452,430.8400078149168,250.0491754056599,2.420636784110313,74.60450915457572,0.4772222222222222,0.09587179487179484,18.21173383852905,1.1968399567138677,3.2171910830620982,0.0,1.00000314977334,SBC_2016 08 11 slice 3 cell 7 rotated.swc,11.483085041152155,9,104,9619.746859701852,SBC,379.74
75,95.32,615.44,176.0737907908157,14,170.19787117748547,809.5627950248142,353.32418210783135,2.4879389800122595,75.01564037627799,0.6258333333333334,0.17184713375796176,16.759734584632877,1.2892277171631579,10.446409328079836,0.0,1.0002014203504663,MC_2017  31 07 slice 2 cell 7 rotated.swc,9.066848500146557,6,83,10897.472462313237,MC,549.59
59,85.78999999999998,600.48,169.02904274990266,13,173.83925743353367,542.7185148177015,225.13957473024468,3.0570219062760065,74.48982656168684,0.4225,0.13904761904761898,20.10184757355118,1.277899371589074,4.816832444767617,0.0,1.0000035968542953,MC_2017 11 09 slice 1 cell 2 rotated.swc,11.602563297993095,6,68,8060.639047221955,MC,352.17
73,102.6,573.86,172.429481362721,14,177.04922089099438,719.6116010811153,366.61489654930466,41.25021357436001,68.32035475558997,0.3375,0.06729032258064517,18.387106336863514,1.4569409746123985,0.3872997329728311,0.0,1.0000036581118423,DBC_2017 04 07 slice 4 cell 6 rotated.swc,8.480092110808416,6,83,10188.634795648364,DBC,259.85
237,91.54,681.56,176.16953836539952,34,180.0,1148.73552121974,293.6884528299788,17.058621384311873,78.98478144413484,0.43416666666666665,0.08244376278118609,22.17677068654365,1.4209896562185398,0.16157891866844612,0.0,1.0000732008875306,LBC_2017 09 02 slice 3 cell 2 roteted.swc,9.171550717560915,6,253,20851.941711664134,LBC,477.17
21,106.63,617.87,178.67973556579906,5,167.02284889387494,405.9912542292448,352.27247319844696,1.7103806234629697,67.08678355040112,0.2991666666666667,0.17436170212765958,18.40529810218234,1.185253781299642,4.468028500335653,0.0,1.0000178938249378,BPC_2017 11 03 slice 2 cell 2 rotated.swc,8.05167104566401,6,27,4199.2725785772855,BPC,177.98
186,134.29,781.97,179.14055435131516,18,177.86574123749782,719.9029868237469,482.8281044422032,3.0137009809256674,58.741856299970216,0.6793750000000001,0.08029336734693877,18.93962192502229,1.2952398934431888,0.02348138001234786,0.0,1.0,DBC_2016 19 05 slice 2 cell 5 rotated.swc,11.83847460530306,8,207,23315.966960718346,DBC,478.55
224,120.83,409.65,176.10744632808434,24,172.79785037268496,596.5620846385963,321.54350742043806,2.8680684853199376,76.41928928060302,0.6033333333333334,0.09239583333333336,20.28619468654709,1.2643048518077038,0.3241215071810976,0.0,1.0000005052989174,NGC_2017 29 03 slice 2 cell 2 rotated.swc,10.643785606842453,12,257,20581.044882257716,NGC,508.35
178,110.39,699.26,175.12003836022046,15,179.79219238448212,755.7258138695257,282.17405157476355,2.3197550624333405,73.0867915823535,0.53,0.09993279569892476,19.091345507619728,1.2438738244646927,0.026879886800090413,0.0,1.0000007255568444,LBC_2017 06 08 slice 3 cell 2 rotated.swc,11.570352737695064,12,195,21429.796793819187,LBC,446.88
72,89.53999999999998,558.94,171.63714030918774,15,180.0,701.8532285193768,264.2901522600513,4.699838192621572,87.00002083572994,0.4567857142857142,0.1442638036809816,16.887112734620747,1.3684563115736332,0.07605338731429469,0.0,1.0000089550368327,MC_2017 23 10 slice 1 cell 7 rotated.swc,9.60433293700052,14,92,12623.528196957537,MC,443.25
191,70.05,389.12,176.5107668765335,39,177.5593024709156,1045.0883009085258,494.0597010623602,7.951229405928414,69.73032389520094,0.6308333333333334,0.07422413793103448,17.20205690010075,1.3531610777645382,0.3843708148963066,0.0,1.0,HBC_2016 31 08 slice 1 cell 2 rotated.swc,15.755317806443616,6,216,24793.584168323374,HBC,576.94
183,82.1,456.23,175.2155941873156,46,174.85093305374122,1495.029643872851,269.48226768914026,5.770083842907696,85.53285697927062,0.5475000000000001,0.06911375661375663,20.31526624333596,1.4887382009813281,3.256702832192647,0.0,1.0000176138747257,NGC_2017 25 09 slice 3 cell 2 rotated.swc,7.638794254719304,8,196,20883.090856789728,NGC,369.38
138,82.7,225.19,176.64951969801803,19,177.73740540464138,599.6640486447524,135.69528285450053,8.778658175711536,82.57112892038045,0.5589999999999999,0.08454703832752614,23.12422479513753,1.5030420911927251,0.2362743647255593,0.0,1.0,SBC_2017 16 06 slice 1 cell 2 rotated.swc,10.68783847310814,10,150,9676.306664281869,SBC,391.43
31,139.32,865.98,169.1154314979899,13,178.69170543837598,881.967353513507,325.37905409713227,1.92526549495356,70.71314506301155,0.4108333333333333,0.1050757575757576,17.84974351818128,1.3086705475299385,16.514680885211227,0.0,1.0000114737215366,BPC_2017 29 03 slice 1 cell 2 rotated.swc,8.07209056660124,6,36,4936.300295823052,BPC,303.66
143,89.94999999999997,214.27,169.77737892612038,13,172.92734214656625,423.0293840021418,184.45437737462447,3.8503671684697522,68.40149629507768,0.3625,0.08399006622516557,21.365390105871715,1.2350522978760603,0.4878937498944365,0.0,1.0,SBC_2017 25 04 slice 2 cell 2 rotated.swc,8.968283416643613,6,160,10238.085109512618,SBC,410.35
200,106.91,692.92,175.8519333668901,21,176.63353933657018,726.1750244264532,252.019165728661,4.4541259548266305,76.35490405137742,0.4236111111111112,0.07583333333333335,17.66226469166827,1.2337283790072786,0.0620919226571713,0.0,1.0000107266516185,DBC_2016 19 10 slice 4 cell 7 rotated.swc,10.255375216382161,18,227,22113.078390185303,DBC,577.8800000000001
171,103.85,641.49,174.71983623256017,26,173.19992239148954,685.6056146992213,300.2059994633405,2.3085848673801834,74.13006916044323,0.47100000000000003,0.09206460674157303,17.16567107898841,1.2359146189815575,0.30439908089640644,0.0,1.0,LBC_2017 16 06 slice 2 cell 2 rotated.swc,12.237191641827232,10,186,20272.62480439542,LBC,596.8299999999998
66,120.78,223.97,173.51480228977007,11,176.90502075095196,662.712320086347,324.32347271242355,4.789398273723967,72.66129815717547,0.38125,0.06303333333333334,15.851163518313966,1.3855892536609482,0.5366489248391373,0.0,1.000077516193231,HBC_2017 30 01 slice 2 cell 7 rotated.swc,9.199517706432367,8,85,13077.731558383348,HBC,562.15
26,139.79,555.6,176.21470739940838,8,141.5061647433281,469.7461638998684,297.4733819949821,7.9264062926948595,59.55920514753764,0.61625,0.235,16.11962664206137,1.3768863438383154,4.738000393249342,0.0,1.00007755715012,BPC_2017 01 09 slice 2 cell 2 rotated.swc,7.697265201666242,4,31,3923.6589114843073,BPC,206.8
194,162.36,853.4300000000002,178.64346633923589,23,177.02523078484688,905.4073010191063,391.65067104870553,10.39185931134532,69.98706939677662,0.2765,0.04997487437185932,17.18268451401953,1.2448599488948269,0.0654675967686537,0.0,1.0000012070868558,LBC_2016 20 10 slice 4 cell 2 rotated.swc,11.955683268141104,10,205,23700.958047151107,LBC,717.3299999999998
128,74.87,530.71,172.86640935084853,21,156.99754061233153,735.9742345015406,273.1338049616071,3.4528259935860284,76.97345737452619,0.42625,0.10774074074074078,19.521524596889513,1.2136952575428492,0.16855969932146156,0.0,1.0,LBC_2017 18 10 slice 1 cell 2 rotated.swc,9.753723720838073,12,143,13809.062053726379,LBC,468.53
112,73.97,655.47,167.58388528950442,14,171.43753750687972,621.8626575579058,407.9809008876,2.171141725424685,77.76522663765469,0.6616666666666667,0.09480851063829787,17.84536785026634,1.2513284185444544,0.2906617822828278,0.0,1.0,LBC_2017 02 08 slice 3 cell 2 rotated.swc,9.886751783506726,6,124,13427.597260206408,LBC,444.65
80,79.82,485.51,175.04743006181428,16,167.88991682009927,513.9763080820363,280.1525320275486,1.8701852818414697,68.98108326541889,0.2815,0.08514285714285716,20.493138574517133,1.2455246835160811,0.012751533128728107,0.0,1.0000036950410225,DBC_2017 06 03 slice 2 cell  2 rotated.swc,8.15766800998368,10,96,9323.599965693613,DBC,286.27
119,72.78999999999998,541.93,161.69582633786396,17,178.79936601847493,658.5178836682726,341.2109888275832,3.562832511153397,74.74095846978241,0.485,0.07453061224489796,17.323102187603933,1.2332195319782715,0.14124383787018413,0.0,1.000002596712343,LBC_2017 02 08 slice 3 cell 7 rotated.swc,10.48192053335174,6,127,13470.702398519876,LBC,388.01
143,113.23,621.48,176.20424267989594,27,180.0,1064.7850396403599,322.8197621979107,2.9898444212128843,84.0224776751038,0.2816666666666667,0.05903061224489797,21.658051696526933,1.4012340186037768,4.261845908856092,0.0,1.0000148590141051,LBC_2017 31 01  slice 1 cell 7 rotated.swc,8.995787037177601,6,152,15085.998245055947,LBC,668.5699999999998
151,116.58,680.75,155.16007559790094,16,178.60323420311326,779.0677326129054,383.3978539263302,3.555412706462712,67.2094244877106,0.5516666666666666,0.1282063492063492,16.737188107116694,1.2565404519821066,7.5783525943428,0.0,1.000006577634228,DBC_2018 18 10 slice 2 cell 2 rotated.swc,12.424353732694106,9,165,18447.987425682742,DBC,443.54
27,96.72,693.3599999999999,168.90633854518342,7,159.53413694022518,466.2298112127732,210.4708637188432,1.7494344332809837,66.81680872057493,0.18416666666666667,0.13629310344827586,18.55608206550377,1.2568190119938645,7.750662001078759,0.0,1.0000025270756363,BPC_2017 24 02 slice 3 cell 2 rotated.swc,8.144797987025347,6,32,3934.6621474304775,BPC,212.51
104,112.81,507.69,176.51443687510377,16,169.6286677606891,826.5347121968017,454.78671382049635,2.630296001400509,77.27793506480727,0.5995,0.14327981651376145,15.985101353056994,1.2952398029833572,0.3099173885284812,0.0,1.0,LBC_2016 01 06 slice D cell 7 rotated.swc,12.67676207238301,10,115,14745.480923852134,LBC,471.97
105,121.19,679.95,173.03253419085868,12,158.31729692971624,670.2664354724567,414.7844332395684,1.8502363759313,73.56130622746984,0.4560714285714286,0.11166666666666666,18.86185727299411,1.1987729751533889,0.019396500840241655,0.0,1.0000038753138905,LBC_2017 12 02 slice 3 cell 3 rotated.swc,12.314673112038115,14,121,13794.678693682792,LBC,538.16
95,70.89,662.24,172.47941380238487,21,177.7852448726801,814.8021241846463,402.5116434998028,2.7278275926271727,72.79729280830425,0.745625,0.0886294416243655,17.8237322630945,1.184566902488902,0.009073362917112431,0.0,1.000000215467099,MC_2017 01 08 slice 4 cell 2 rotated.swc,10.037894267820633,8,103,13926.28755035386,MC,446.5
200,81.72,587.92,172.49241844320971,27,180.0,874.8945185452359,460.8034955006617,2.921406361073398,70.75896075538155,0.316875,0.07053658536585368,19.079886872682387,1.212491070038667,1.0217970410616175,0.0,1.0000052328685858,LBC_2016 19 10 slice 2 cell 4 rotated.swc,11.380510935103494,8,211,18152.39631192081,LBC,670.71
45,102.77,782.73,168.3675426222156,8,176.41775968578077,603.3677091933789,329.8340781777508,1.9372092207436915,68.16893086493477,0.381875,0.42234375,17.30748947845341,1.2400959910290683,1.6352416397645662,0.0,1.0,BPC_2016 01 08 slice B cell 2 rotated.swc,8.964657603321946,8,52,6493.8703975598055,BPC,252.99
315,133.35,742.87,179.11410187052368,55,178.70809459621583,1479.2029896738334,284.8366558805677,3.351509569722324,87.03883285765406,0.523125,0.09514705882352943,22.750114632451925,1.404653157326417,2.0278882334847,0.0,1.0000014462653766,DBC_2017 13 02 slice 2 cell 3 rotated.swc,7.621795863865793,16,333,27943.979178566617,DBC,406.65
74,58.83,273.54,175.4116256872562,15,170.7370191831153,458.97974644598327,195.0346909596606,2.6857006751974235,77.58807085681768,0.5735,0.12748447204968946,19.795483236705348,1.2091291691082708,0.8652696109925532,0.0,1.000000651839246,SBC_2017 12 09 slice 1 cell 7 rotated.swc,11.478458626017337,10,88,7400.072958086431,SBC,353.8300000000001
124,106.34,695.44,178.5723371625459,13,170.7987303804084,758.2298759798514,304.86925535060755,2.9921626742121643,69.53545354879621,0.4325,0.09951923076923076,18.52830424706737,1.2588408541583276,8.548448055889565,0.0,1.0001411361107035,LBC_2017 17 03 slice 1 cell 2 rotated.swc,10.884628205540114,4,137,14510.976349519404,LBC,414.26
